Title,Time,Stock
100 startups participate in Maxis' Market Access Day | The Edge Markets,2019-12-12T23:50:12+08:00,maxis 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,reach 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,ranhill 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,simeprop 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,padini 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,thheavy 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,taliwrk 
"AirAsia Group, Widad, Menang, Taliworks, Genting, Revenue, Econpile, TH Heavy Engineering, Padini, Alliance Bank, Sime Darby Property, Mah Sing, Allianz Malaysia, Reach Energy and Ranhill | The Edge Markets",2019-11-28T01:17:43+08:00,mahsing 
AirAsia Group’s foreign shareholding jumps to over 20% for first time since end-2019 | The Edge Markets,2021-07-06T15:29:00+08:00,airasia 
AirAsia hits out at Mavcom over RAB framework's 'punitive elements' | The Edge Markets,2019-11-07T17:49:34+08:00,airasia 
AirAsia implements end-to-end contactless procedures for essential travel | The Edge Markets,2020-05-13T11:44:35+08:00,airasia 
AirAsia implements GE Aviation's network operations platform to reduce flight disruption impact | The Edge Markets,2020-10-16T11:16:37+08:00,airasia 
"AirAsia independent internal inquiry clears bosses Tony, Kamarudin of bribery allegations; posts reinstated | The Edge Markets",2020-03-20T14:38:34+08:00,airasia 
"AirAsia independent internal inquiry clears bosses Tony, Kamarudin of bribery allegations; posts reinstated | The Edge Markets",2020-03-20T14:20:37+08:00,airasia 
"AirAsia India plans expansion, to add three more A320neos by June 2021 — report | The Edge Markets",2020-12-02T06:45:45+08:00,airasia 
AirAsia inks MoU for Thailand JV to integrate cargo capacity | The Edge Markets,2019-07-25T14:38:08+08:00,airasia 
AirAsia introduces Airbus A321XLR into future long-haul fleet | The Edge Markets,2019-08-30T19:27:19+08:00,airasia 
AirAsia introduces counter check-in fees to encourage use of contactless technology | The Edge Markets,2020-09-01T13:47:06+08:00,airasia 
AirAsia Japan ceases operations    | The Edge Markets,2020-10-05T17:53:59+08:00,airasia 
AirAsia Japan files for bankruptcy | The Edge Markets,2020-11-17T19:35:16+08:00,airasia 
AirAsia Japan said to be planning to end operations | The Edge Markets,2020-09-30T10:30:00+08:00,airasia 
"AirAsia, Kim Loong, Minho, Artroniq, Duopharma, MISC and Toyo Ventures | The Edge Markets",2020-12-30T00:52:18+08:00,misc 
"AirAsia, Kim Loong, Minho, Artroniq, Duopharma, MISC and Toyo Ventures | The Edge Markets",2020-12-30T00:52:18+08:00,airasia 
"AirAsia, Kim Loong, Minho, Artroniq, Duopharma, MISC and Toyo Ventures | The Edge Markets",2020-12-30T00:52:18+08:00,minho 
"AirAsia, Kossan, CB Industrial Product, Bina Darulaman, Serba Dinamik, Perak Corp, Khee San, Yinson, Gunung, Yi-lai, Icon Offshore, and Hong Leong Bank | The Edge Markets",2020-07-07T01:15:51+08:00,yilai 
"AirAsia, Kossan, CB Industrial Product, Bina Darulaman, Serba Dinamik, Perak Corp, Khee San, Yinson, Gunung, Yi-lai, Icon Offshore, and Hong Leong Bank | The Edge Markets",2020-07-07T01:15:51+08:00,airasia 
"AirAsia, Kossan, CB Industrial Product, Bina Darulaman, Serba Dinamik, Perak Corp, Khee San, Yinson, Gunung, Yi-lai, Icon Offshore, and Hong Leong Bank | The Edge Markets",2020-07-07T01:15:51+08:00,icon 
"AirAsia, Kossan, CB Industrial Product, Bina Darulaman, Serba Dinamik, Perak Corp, Khee San, Yinson, Gunung, Yi-lai, Icon Offshore, and Hong Leong Bank | The Edge Markets",2020-07-07T01:15:51+08:00,serbadk 
"AirAsia, Kossan, CB Industrial Product, Bina Darulaman, Serba Dinamik, Perak Corp, Khee San, Yinson, Gunung, Yi-lai, Icon Offshore, and Hong Leong Bank | The Edge Markets",2020-07-07T01:15:51+08:00,hlbank 
"AirAsia, Kossan, CB Industrial Product, Bina Darulaman, Serba Dinamik, Perak Corp, Khee San, Yinson, Gunung, Yi-lai, Icon Offshore, and Hong Leong Bank | The Edge Markets",2020-07-07T01:15:51+08:00,bdb 
"AirAsia, Kossan, CB Industrial Product, Bina Darulaman, Serba Dinamik, Perak Corp, Khee San, Yinson, Gunung, Yi-lai, Icon Offshore, and Hong Leong Bank | The Edge Markets",2020-07-07T01:15:51+08:00,kheesan 
"AirAsia, Kossan, CB Industrial Product, Bina Darulaman, Serba Dinamik, Perak Corp, Khee San, Yinson, Gunung, Yi-lai, Icon Offshore, and Hong Leong Bank | The Edge Markets",2020-07-07T01:15:51+08:00,yinson 
"AirAsia, Kossan, CB Industrial Product, Bina Darulaman, Serba Dinamik, Perak Corp, Khee San, Yinson, Gunung, Yi-lai, Icon Offshore, and Hong Leong Bank | The Edge Markets",2020-07-07T01:15:51+08:00,prkcorp 
"AirAsia launches airasia money, partners RinggitPlus to provide loan application services in app | The Edge Markets",2021-04-23T13:01:27+08:00,airasia 
AirAsia launches AirAsia Ride e-hailing service under its super app | The Edge Markets,2021-08-24T14:28:30+08:00,airasia 
AirAsia launches direct flights to Chengdu from Penang | The Edge Markets,2020-01-10T15:52:17+08:00,airasia 
"AirAsia launches new route to Belitung, Indonesia | The Edge Markets",2019-08-19T12:01:49+08:00,airasia 
AirAsia launches petition to protest additional PSC | The Edge Markets,2019-08-09T13:53:23+08:00,airasia 
AirAsia launches RM399 unlimited pass Cuti-Cuti Malaysia | The Edge Markets,2020-06-10T12:32:27+08:00,airasia 
AirAsia launches SOS campaign to help merchants amid Covid-19 crisis | The Edge Markets,2020-04-04T17:27:43+08:00,airasia 
"AirAsia launches three-day promo following govt’s decision to allow interstate, inter-district travel | The Edge Markets",2020-12-07T11:36:59+08:00,airasia 
AirAsia launches three-day sale for domestic flights | The Edge Markets,2020-06-05T15:32:17+08:00,airasia 
AirAsia looks to cut 30% of costs this year | The Edge Markets,2020-04-29T14:49:50+08:00,airasia 
"AirAsia at lower low, says AllianceDBS Research | The Edge Markets",2020-07-07T07:04:59+08:00,airasia 
"AirAsia, MAHB, Astro, Star Media, Sarawak Energy, Seacera, Kimlun, Damansara Realty, ARB and Pestech | The Edge Markets",2019-06-18T01:04:53+08:00,dbhd 
"AirAsia, MAHB, Astro, Star Media, Sarawak Energy, Seacera, Kimlun, Damansara Realty, ARB and Pestech | The Edge Markets",2019-06-18T01:04:53+08:00,airasia 
"AirAsia, MAHB, Astro, Star Media, Sarawak Energy, Seacera, Kimlun, Damansara Realty, ARB and Pestech | The Edge Markets",2019-06-18T01:04:53+08:00,kimlun 
"AirAsia, MAHB, Astro, Star Media, Sarawak Energy, Seacera, Kimlun, Damansara Realty, ARB and Pestech | The Edge Markets",2019-06-18T01:04:53+08:00,pestech 
"AirAsia, MAHB, Astro, Star Media, Sarawak Energy, Seacera, Kimlun, Damansara Realty, ARB and Pestech | The Edge Markets",2019-06-18T01:04:53+08:00,star 
"AirAsia, MAHB, Astro, Star Media, Sarawak Energy, Seacera, Kimlun, Damansara Realty, ARB and Pestech | The Edge Markets",2019-06-18T01:04:53+08:00,seacera 
"AirAsia to MAHB: Focus on klia2 problems, instead of KLIA-klia2 integration plan | The Edge Markets",2019-08-01T16:54:19+08:00,airasia 
"AirAsia, MAHB, Rubberex, Pharmaniaga, FGV, Ipmuda, Sedania, YTL, YTL Power, PPB Group, Power Root, JHM, IGB, TIME, E&O, MPI and Oriental | The Edge Markets",2021-05-28T23:58:48+08:00,orient 
"AirAsia, MAHB, Rubberex, Pharmaniaga, FGV, Ipmuda, Sedania, YTL, YTL Power, PPB Group, Power Root, JHM, IGB, TIME, E&O, MPI and Oriental | The Edge Markets",2021-05-28T23:58:48+08:00,ppb 
"AirAsia, MAHB, Rubberex, Pharmaniaga, FGV, Ipmuda, Sedania, YTL, YTL Power, PPB Group, Power Root, JHM, IGB, TIME, E&O, MPI and Oriental | The Edge Markets",2021-05-28T23:58:48+08:00,ytl 
"AirAsia, MAHB, Rubberex, Pharmaniaga, FGV, Ipmuda, Sedania, YTL, YTL Power, PPB Group, Power Root, JHM, IGB, TIME, E&O, MPI and Oriental | The Edge Markets",2021-05-28T23:58:48+08:00,airasia 
"AirAsia, MAHB, Rubberex, Pharmaniaga, FGV, Ipmuda, Sedania, YTL, YTL Power, PPB Group, Power Root, JHM, IGB, TIME, E&O, MPI and Oriental | The Edge Markets",2021-05-28T23:58:48+08:00,igbb 
"AirAsia, MAHB, Rubberex, Pharmaniaga, FGV, Ipmuda, Sedania, YTL, YTL Power, PPB Group, Power Root, JHM, IGB, TIME, E&O, MPI and Oriental | The Edge Markets",2021-05-28T23:58:48+08:00,ipmuda 
"AirAsia, MAHB, Rubberex, Pharmaniaga, FGV, Ipmuda, Sedania, YTL, YTL Power, PPB Group, Power Root, JHM, IGB, TIME, E&O, MPI and Oriental | The Edge Markets",2021-05-28T23:58:48+08:00,ytlpowr 
"AirAsia, MAHB, Rubberex, Pharmaniaga, FGV, Ipmuda, Sedania, YTL, YTL Power, PPB Group, Power Root, JHM, IGB, TIME, E&O, MPI and Oriental | The Edge Markets",2021-05-28T23:58:48+08:00,pharma 
"AirAsia, MAHB, Rubberex, Pharmaniaga, FGV, Ipmuda, Sedania, YTL, YTL Power, PPB Group, Power Root, JHM, IGB, TIME, E&O, MPI and Oriental | The Edge Markets",2021-05-28T23:58:48+08:00,pwroot 
"AirAsia, MAHB, Rubberex, Pharmaniaga, FGV, Ipmuda, Sedania, YTL, YTL Power, PPB Group, Power Root, JHM, IGB, TIME, E&O, MPI and Oriental | The Edge Markets",2021-05-28T23:58:48+08:00,ruberex 
"AirAsia, Malindo cancel all flights bound to and from Wuhan, China | The Edge Markets",2020-01-23T16:09:17+08:00,airasia 
AirAsia named best low-cost airline for eighth straight year | The Edge Markets,2019-09-13T16:56:38+08:00,airasia 
AirAsia offers up to 30% off for flights from KL | The Edge Markets,2020-02-17T18:27:24+08:00,airasia 
AirAsia offers flexibility to passengers travelling up to Dec 31 with flight change fee waiver | The Edge Markets,2020-06-03T12:57:33+08:00,airasia 
AirAsia to operate a limited number of domestic and international flights until March 31 | The Edge Markets,2020-03-19T13:22:27+08:00,airasia 
AirAsia operating at 19% of pre-pandemic capacity; Malaysia unit at only 8% — report | The Edge Markets,2021-07-01T13:54:09+08:00,airasia 
AirAsia partners JIFFY.ai to accelerate digital transformation | The Edge Markets,2020-08-13T11:36:47+08:00,airasia 
AirAsia partners with MaGIC to explore urban drone deliveries | The Edge Markets,2021-03-06T12:24:14+08:00,airasia 
AirAsia partners Western Australia to boost tourism | The Edge Markets,2019-07-03T16:10:07+08:00,airasia 
AirAsia to pay at least RM40.6m in uncollected PSC to MAHB unit | The Edge Markets,2019-07-18T12:57:21+08:00,airasia 
"AirAsia, Perdana Petroleum, Freight Management, Scientex, United Malacca, Dayang, Amway, Uzma and Poh Huat | The Edge Markets",2020-06-24T00:05:13+08:00,umcca 
"AirAsia, Perdana Petroleum, Freight Management, Scientex, United Malacca, Dayang, Amway, Uzma and Poh Huat | The Edge Markets",2020-06-24T00:05:13+08:00,scientx 
"AirAsia, Perdana Petroleum, Freight Management, Scientex, United Malacca, Dayang, Amway, Uzma and Poh Huat | The Edge Markets",2020-06-24T00:05:13+08:00,airasia 
"AirAsia, Perdana Petroleum, Freight Management, Scientex, United Malacca, Dayang, Amway, Uzma and Poh Huat | The Edge Markets",2020-06-24T00:05:13+08:00,amway 
"AirAsia, Perdana Petroleum, Freight Management, Scientex, United Malacca, Dayang, Amway, Uzma and Poh Huat | The Edge Markets",2020-06-24T00:05:13+08:00,perdana 
"AirAsia, Perdana Petroleum, Freight Management, Scientex, United Malacca, Dayang, Amway, Uzma and Poh Huat | The Edge Markets",2020-06-24T00:05:13+08:00,freight 
"AirAsia, Perdana Petroleum, Freight Management, Scientex, United Malacca, Dayang, Amway, Uzma and Poh Huat | The Edge Markets",2020-06-24T00:05:13+08:00,uzma 
AirAsia Philippines looking to secure fresh capital — report | The Edge Markets,2020-10-19T11:50:50+08:00,airasia 
AirAsia plane makes emergency landing after two passengers fall sick | The Edge Markets,2019-11-15T10:56:20+08:00,airasia 
AirAsia plans to resume Malaysia-Singapore flights in mid-August | The Edge Markets,2020-08-03T22:57:23+08:00,airasia 
AirAsia posts 9% passenger growth in 4Q on the back of 11% capacity expansion | The Edge Markets,2020-01-29T20:05:34+08:00,airasia 
AirAsia posts better y-o-y operating statistics in 2QFY21 amid low base effect  | The Edge Markets,2021-07-27T20:17:03+08:00,airasia 
"AirAsia posts record quarterly loss, seeks payment deferrals and bank loans to sustain cashflow | The Edge Markets",2020-07-06T11:16:32+08:00,airasia 
AirAsia potential beneficiary of Malaysia Airlines' suspension of Boeing 737 MAX deliveries | The Edge Markets,2020-01-16T10:35:55+08:00,airasia 
AirAsia proposes two-for-six rights issue of convertible Islamic debt securities to raise up to RM1.02b | The Edge Markets,2021-07-12T20:54:03+08:00,airasia 
AirAsia rebounds after closing down for seven consecutive trading days | The Edge Markets,2020-02-05T13:45:01+08:00,airasia 
AirAsia to remove processing fee from October | The Edge Markets,2019-07-30T11:37:28+08:00,airasia 
AirAsia reorganises leadership as part of its tech transformation | The Edge Markets,2019-08-16T19:13:30+08:00,airasia 
AirAsia reports higher passenger traffic in March | The Edge Markets,2021-05-06T20:29:40+08:00,airasia 
AirAsia resumes domestic flights today | The Edge Markets,2020-04-29T15:05:28+08:00,airasia 
AirAsia reviewing investment in AirAsia India — report | The Edge Markets,2020-11-23T07:34:23+08:00,airasia 
AirAsia rises to one-month high in active trade on solid rebound for air travel demand | The Edge Markets,2021-02-10T12:19:40+08:00,airasia 
AirAsia risks more fines for violation | The Edge Markets,2019-08-05T08:49:18+08:00,airasia 
AirAsia: RM300m loan transaction complied with laws | The Edge Markets,2020-10-30T22:02:10+08:00,airasia 
AirAsia says experiencing IT system outage | The Edge Markets,2019-07-10T13:22:03+08:00,airasia 
AirAsia says it aims to raise RM2.4 billion via debts and equity | The Edge Markets,2020-07-09T09:00:00+08:00,airasia 
AirAsia says Taiwan flights affected by Typhoon Lekima | The Edge Markets,2019-08-09T10:22:10+08:00,airasia 
AirAsia secures RM300m loan to fund development projects in Sabah | The Edge Markets,2020-10-23T21:56:57+08:00,airasia 
AirAsia securities trade suspended pending additional information from company | The Edge Markets,2020-07-08T11:39:39+08:00,airasia 
AirAsia seeks extension for private placement | The Edge Markets,2021-07-21T18:31:00+08:00,airasia 
AirAsia seeks to raise capital for rebranded digital business arm | The Edge Markets,2020-09-24T15:44:59+08:00,airasia 
AirAsia sees in-flight Wi-Fi as next income source | The Edge Markets,2019-10-21T09:07:57+08:00,airasia 
"AirAsia sees strong demand rebound with daily sales hitting 41,000 seats | The Edge Markets",2020-06-24T22:14:39+08:00,airasia 
AirAsia sees travel behaviour returning to normal by 2022 — report | The Edge Markets,2020-11-24T15:04:55+08:00,airasia 
"AirAsia selldown today could only be first wave, MACC outcome to determine final wave — analyst | The Edge Markets",2020-02-03T12:36:53+08:00,airasia 
AirAsia sells 32.67% stake in Indian JV to Tata Group for RM152.6m | The Edge Markets,2020-12-29T20:03:27+08:00,airasia 
"AirAsia, Serba Dinamik, Lotus KFM, KNM Group, Advancecon, Pestech, Focus Dynamics Group, TH Heavy Engineering, Xinghe and ARB | The Edge Markets",2020-07-07T23:37:59+08:00,xinghe 
"AirAsia, Serba Dinamik, Lotus KFM, KNM Group, Advancecon, Pestech, Focus Dynamics Group, TH Heavy Engineering, Xinghe and ARB | The Edge Markets",2020-07-07T23:37:59+08:00,focus 
"AirAsia, Serba Dinamik, Lotus KFM, KNM Group, Advancecon, Pestech, Focus Dynamics Group, TH Heavy Engineering, Xinghe and ARB | The Edge Markets",2020-07-07T23:37:59+08:00,airasia 
"AirAsia, Serba Dinamik, Lotus KFM, KNM Group, Advancecon, Pestech, Focus Dynamics Group, TH Heavy Engineering, Xinghe and ARB | The Edge Markets",2020-07-07T23:37:59+08:00,pestech 
"AirAsia, Serba Dinamik, Lotus KFM, KNM Group, Advancecon, Pestech, Focus Dynamics Group, TH Heavy Engineering, Xinghe and ARB | The Edge Markets",2020-07-07T23:37:59+08:00,serbadk 
"AirAsia, Serba Dinamik, Lotus KFM, KNM Group, Advancecon, Pestech, Focus Dynamics Group, TH Heavy Engineering, Xinghe and ARB | The Edge Markets",2020-07-07T23:37:59+08:00,advcon 
"AirAsia, Serba Dinamik, Lotus KFM, KNM Group, Advancecon, Pestech, Focus Dynamics Group, TH Heavy Engineering, Xinghe and ARB | The Edge Markets",2020-07-07T23:37:59+08:00,knm 
"AirAsia, Serba Dinamik, Lotus KFM, KNM Group, Advancecon, Pestech, Focus Dynamics Group, TH Heavy Engineering, Xinghe and ARB | The Edge Markets",2020-07-07T23:37:59+08:00,thheavy 
AirAsia set to implement lower PSC rate for non-ASEAN destinations from Oct 1 | The Edge Markets,2019-09-30T17:32:20+08:00,airasia 
"AirAsia set to resume domestic flights in Malaysia, Thailand, Philippines, India and Indonesia | The Edge Markets",2020-04-17T18:12:02+08:00,airasia 
"AirAsia shares, call warrants trade lower after PN17 announcement | The Edge Markets",2020-07-08T16:21:44+08:00,airasia 
AirAsia shares rise after Dr M's comments on Airbus deal | The Edge Markets,2020-02-06T16:28:22+08:00,airasia 
"AirAsia, Sime Darby Plantation, Muar Ban Lee, Cymao, Nationwide Express, Focus Dynamics Group, SEGi, Minetech, Wintoni, Silver Ridge Holdings and PDZ Holdings | The Edge Markets",2020-07-09T00:04:10+08:00,focus 
"AirAsia, Sime Darby Plantation, Muar Ban Lee, Cymao, Nationwide Express, Focus Dynamics Group, SEGi, Minetech, Wintoni, Silver Ridge Holdings and PDZ Holdings | The Edge Markets",2020-07-09T00:04:10+08:00,sridge 
"AirAsia, Sime Darby Plantation, Muar Ban Lee, Cymao, Nationwide Express, Focus Dynamics Group, SEGi, Minetech, Wintoni, Silver Ridge Holdings and PDZ Holdings | The Edge Markets",2020-07-09T00:04:10+08:00,wintoni 
"AirAsia, Sime Darby Plantation, Muar Ban Lee, Cymao, Nationwide Express, Focus Dynamics Group, SEGi, Minetech, Wintoni, Silver Ridge Holdings and PDZ Holdings | The Edge Markets",2020-07-09T00:04:10+08:00,sime 
"AirAsia, Sime Darby Plantation, Muar Ban Lee, Cymao, Nationwide Express, Focus Dynamics Group, SEGi, Minetech, Wintoni, Silver Ridge Holdings and PDZ Holdings | The Edge Markets",2020-07-09T00:04:10+08:00,cymao 
